STCode,DTCode,SDCode,TownVillgCode,TownVillgName
3,049,00255,037374,Boparai Khurd  (325)
3,049,00255,037375,Boparai Kalan (324)
3,049,00255,037376,Boparai Baj Singh (323)
3,049,00255,037377,Kaler  (322)
3,049,00255,037378,Kotla Doom (321)
3,049,00255,037379,Saidopura (314)
3,049,00255,037380,Rudala (313)
3,049,00255,037381,Teli Chak (318)
3,049,00255,037382,Nangal Tola (315)
3,049,00255,037383,Harse Chhina (311)
3,049,00255,037384,Dalam (307)
3,049,00255,037385,Bhala Pind (306)
3,049,00255,037386,Mehlanwala (305)
3,049,00255,037387,Rajjian (229)
3,049,00255,037388,Bhoewali (238
3,049,00255,037389,Kiampura(239)
3,049,00255,037390,Sehnsra (304)
3,049,00255,037391,Ranewali (302)
3,049,00255,037392,Ladhe (303)
3,049,00255,037393,Adliwala (300)
3,049,00255,037394,Bua Nangali (299)
3,049,00255,037395,Mughlani Kot (301)
3,049,00255,037396,Malu Nangal (298)
3,049,00255,037397,Jagdev Kalan (297)
3,049,00255,037398,Kotli Sakkianwali (295)
3,049,00255,037399,Ghukeywali (296)
3,049,00255,037400,Tera Khurd (240)
3,049,00255,037401,Khatrai Khurd (293)
3,049,00255,037402,Lashkari Nangal (294)
3,049,00255,037403,Kandowali  (287)
3,049,00255,037404,Saktu Nangal (286)
3,049,00255,037405,Jandiala (285)
3,049,00255,037406,Pathan Nangal (284)
3,049,00255,037407,Chetanpura (283)
3,049,00255,037408,Majjupura (282)
3,049,00255,037409,Sangatpura (281)
3,049,00255,037410,Machhi Nangal (280)
3,049,00255,037411,Jhander (288)
3,049,00255,037412,Talwandi Sepahimal (289)
3,049,00255,037413,Phere Waryah   (257)
3,049,00255,037414,Kot Kesar Singh  (279)
3,049,00255,037415,Hardo Putli (278)
3,049,00255,037416,Kotla Sadar (277)
3,049,00255,037417,Nizampura  (275)
3,049,00255,037418,Chak Sikandar (276)
3,049,00255,037419,Talwandi Nahar (272)
3,049,00255,037420,Balbawa (274)
3,049,00255,037421,Nawan Pind (273)
3,049,00255,037422,Kotli Korotana (221)
3,049,00255,037423,Chak Phoolan (222)
3,049,00255,037424,Riar (224)
3,049,00255,037425,Chogawan (CT)
3,049,00255,800246,Ramdas (M Cl)
3,049,00255,800247,Ajnala (NP)
3,049,00255,800248,Raja Sansi (NP)
3,049,00256,000000,Amritsar -I  
3,049,00256,037426,Johal (322)
3,049,00256,037427,Pandher  (323)
3,049,00256,037428,Mehdipur (324)
3,049,00256,037429,Kotla Gujjran (325)
3,049,00256,037430,Inaitpura (327) 
3,049,00256,037431,Bhandewali (328)
3,049,00256,037432,Jathu Nangal (330)
3,049,00256,037433,Dadupura (329)
3,049,00256,037434,Galowali  (331)
3,049,00256,037435,Bhangwan  (326)
3,049,00256,037436,Wadala Viram (321)
3,049,00256,037437,Budha Theh (320)
3,049,00256,037438,Umarpura (319)
3,049,00256,037439,Borewal Afgana (318)
3,049,00256,037440,Gosal Afgana (317)
3,049,00256,037441,Gosal Zimidaran (316)
3,049,00256,037442,Bhoma (315)
3,049,00256,037443,Hamja (314)
3,049,00256,037444,Athwal (313)
3,049,00256,037445,Kotla Majhewala  (307)
3,049,00256,037446,Burj Nauabad (306)
3,049,00256,037447,Ramana Chak (305)
3,049,00256,037448,Jajjiani (304)
3,049,00256,037449,Tarpai (303)
3,049,00256,037450,Bhangali (302)
3,049,00256,037451,Chachowali (216)
3,049,00256,037452,Jaintipura  (215)
3,049,00256,037453,Pakhar Pura (214)
3,049,00256,037454,Kotli Dhole Shah (213)
3,049,00256,037455,Kadrabad (211)
3,049,00256,037456,Kotli Mallian (212)
3,049,00256,037457,Sarhala (196)
3,049,00256,037458,Fattu Bhila (195)
3,049,00256,037459,Lehrka (230)
3,049,00256,037460,Shahzada (231)
3,049,00256,037461,Abdal (229)
3,049,00256,037462,Talwandi Ghuman (217)
3,049,00256,037463,Mago Soe (218)
3,049,00256,037464,Rangilpura (219)
3,049,00256,037465,Thariwal (220)
3,049,00256,037466,Marari Khurd (221)
3,049,00256,037467,Marari Kalan (222)
3,049,00256,037468,Sham Nagar (223)
3,049,00256,037469,Borewal Kang (301)
3,049,00256,037470,Kotla Sultan Singh (300)
3,049,00256,037471,Bhaini Lidhran (312)
3,049,00256,037472,Saprai Wind (311)
3,049,00256,037473,Kotla Ahangaran (310)
3,049,00256,037474,Chande (309)
3,049,00256,037475,Taragarh Rampura (299)
3,049,00256,037476,Dhing Nangal (308)
3,049,00256,037477,Jalalpura (298)
3,049,00256,037478,Kotla Pirtu (297)
3,049,00256,037479,Dialpur (295)
3,049,00256,037480,Begewal (296)
3,049,00256,037481,Ajaibwali (293)
3,049,00256,037482,Harian (294)
3,049,00256,037483,Dadian (291)
3,049,00256,037484,Rakhnag (290)
3,049,00256,037485,Nangal Pannuwan (333)
3,049,00256,037486,Sohian Kalan (335)
3,049,00256,037487,Nag (334)
3,049,00256,037488,Ludhar (289)
3,049,00256,037489,Majhwind (244)
3,049,00256,037490,Gopalpura (245)
3,049,00256,037491,Kotla Khurd (242)
3,049,00256,037492,Kotla Saidan (243)
3,049,00256,037493,Kaler Mangat (292)
3,049,00256,037494,Kathu Nangal (241)
3,049,00256,037495,Maan (240)
3,049,00256,037496,Waryam Nangal (224)
3,049,00256,037497,Alkare (225)
3,049,00256,037498,Jhande (226)
3,049,00256,037499,Sehnewali (227)
3,049,00256,037500,Bhoya Fatehgarh (228)
3,049,00256,037501,Chawinda Devi (234)
3,049,00256,037502,Kuralian (233)
3,049,00256,037503,Kairon Nangal (232)
3,049,00256,037504,Darike (192)
3,049,00256,037505,Babowal (191)
3,049,00256,037506,Bhilowal (179)
3,049,00256,037507,Sadhpura (183)
3,049,00256,037508,Chogawan   (182)
3,049,00256,037509,Tarphan (181)
3,049,00256,037510,Mukandpura (178)
3,049,00256,037511,Mian Pandher (177)
3,049,00256,037512,Dhadde (235)
3,049,00256,037513,Bhullar Hans (176)
3,049,00256,037514,Kot Hride Ram (236)
3,049,00256,037515,Ram Diwali Hinduan (237)
3,049,00256,037516,Chogawan Roopowali (239)
3,049,00256,037517,Dudhala (238)
3,049,00256,037518,Talwandi Dasaundha Singh (250)
3,049,00256,037519,Mehnian Brahmana (172)
3,049,00256,037520,Manga Sarai (174)
3,049,00256,037521,Miran Chak (173)
3,049,00256,037522,Chatiwind Lelan (175)
3,049,00256,037523,Akalgarh ( 167)
3,049,00256,037524,Gill (168)
3,049,00256,037525,Rasulpur Kalan (169)
3,049,00256,037526,Khalhera (161)
3,049,00256,037527,Gadli (160)
3,049,00256,037528,Rana Kala (122)
3,049,00256,037529,Gehri (157)
3,049,00256,037530,Bhangwan ((159)
3,049,00256,037531,Bhamma (158)
3,049,00256,037532,Dhirekot (156)
3,049,00256,037533,Gunowal (134)
3,049,00256,037534,Mallian (130)
3,049,00256,037535,Balia Manjpur (129)
3,049,00256,037536,Chauhan (128)
3,049,00256,037537,Khela (131)
3,049,00256,037538,Taragarh (133)
3,049,00256,037539,Dharar (87)
3,049,00256,037540,Jania (136)
3,049,00256,037541,Nangal Guru(137)
3,049,00256,037542,Shafipur (139)
3,049,00256,037543,Bundala (138)
3,049,00256,037544,Thathi (141)
3,049,00256,037545,Jandiala (Rural) (135)
3,049,00256,037546,Nawan Kot (145)
3,049,00256,037547,Nijjarpura (144)
3,049,00256,037548,Meharbanpur (146)
3,049,00256,037549,Devi Dasspura  (155)
3,049,00256,037550,Wadala Johal  (153)
3,049,00256,037551,Rakh Devi Dasspura (154)
3,049,00256,037552,Wadali Dogran (147)
3,049,00256,037553,Talwandi Dogran (148)
3,049,00256,037554,Malakpur (152)
3,049,00256,037555,Nangal Dyal Singh (151)
3,049,00256,037556,Fatehpur Rajputan (254)
3,049,00256,037557,Nawan Pind (170)
3,049,00256,037558,Raipur Kalan (171)
3,049,00256,037559,Makhan Windi (251)
3,049,00256,037560,Nizampura (253)
3,049,00256,037561, Chhapa Ramsingh (255)
3,049,00256,037562,Jand  (150)
3,049,00256,037563,Rakh Manawala (149)
3,049,00256,037564,Qila Jiwan Singh (257)
3,049,00256,037565,Mehoka (258)
3,049,00256,037566,Bara Khankot Doburjee  (OG) 
3,049,00256,037567,Village Mule Chak  (OG) 
3,049,00256,800249,Majitha (M Cl)
3,049,00256,800250,Amritsar Cantt. (CB)
3,049,00256,800251,Jandiala (M Cl)
3,049,00256,800252,Amritsar (M Corp. + OG) (Part)
3,049,00257,000000,Amritsar- II 
3,049,00257,037568,Gilwali Alias Guruwali(277)
3,049,00257,037569,Chatiwind   (278)
3,049,00257,037570,Mehma (263)
3,049,00257,037571,Jhita Khurd (261)
3,049,00257,037572,Bhagtupura (260) (part)
3,049,00257,037573,Manawala (259)
3,049,00257,037574,Bashambarpura (143)
3,049,00257,037575,Rakh Jhita  (142)
3,049,00257,037576,Jhita Kalan (262)
3,049,00257,037577,But (140)
3,049,00257,037578,Wanchari (265)
3,049,00257,037579,Pandori (264)
3,049,00257,037580,Varpal (266)
3,049,00257,037581,Chabba (2670
3,049,00257,037582,Mandiala (268)
3,049,00257,037583,Bohad (276)
3,049,00257,037584,Bohru (269)
3,049,00257,037585,Sangna (270)
3,049,00257,037586,Iban Khurd (274)
3,049,00257,037587,Iban Kalan (275)
3,049,00257,037588,Thanda  (273) (Part)
3,049,00257,037589,Khapar Kheri (272)
3,049,00257,037590,Kotli Nasir Khan (271)
3,049,00257,037591,Kotli Mian Khan (359)
3,049,00257,037592,Dhatal (360)
3,049,00257,037593,Basarke Gillan (417)
3,049,00257,037594,Tajuchak (416)
3,049,00257,037595,Chak Heir (411)
3,049,00257,037596,Heir (410)
3,049,00257,037597,Mulla Behram (361)
3,049,00257,037598,Rampura (362)
3,049,00257,037599,Basarke (358) (part)
3,049,00257,037600,Hamidpura (355)
3,049,00257,037601,Wadala Bhitewadh (354)
3,049,00257,037602,Gaunsabad (353)
3,049,00257,037603,Mahal Sub  Urban(369)
3,049,00257,037604,Gumtala Sub Urban  (370) (part)
3,049,00257,037605,Pandori Waraich (285)
3,049,00257,037606,Othian (256)
3,049,00257,037607,Fatehgarh Shukarchak (252)
3,049,00257,037608,Mahanian Koharan (249)
3,049,00257,037609,Jagatpur Bajaj (248)
3,049,00257,037610,Mallowal (247) 
3,049,00257,037611,Jethuwal (246)
3,049,00257,037612,Sohian Khurd (288)
3,049,00257,037613,Jahangir (287)
3,049,00257,037614,Bal Kalan (340)
3,049,00257,037615,Bhaini Gillan (341)
3,049,00257,037616,Muradpura (342)
3,049,00257,037617,Bal Khurd (339)
3,049,00257,037618,Birbalpura (336)
3,049,00257,037619,Loharka Khurd (338)
3,049,00257,037620,Loharka Kalan (337)
3,049,00257,037621,Miran Kot Kalan (344) (part)
3,049,00257,037622,Sehchandar (346)
3,049,00257,037623,Bal (345)
3,049,00257,037624,Heir (347)
3,049,00257,037625,Miran Kot Khurd (343)
3,049,00257,037626,Kamboh (348) (Part)
3,049,00257,037627,Kherabad (349) (part)
3,049,00257,037628,Dhaul Kalan (350)
3,049,00257,037629,Kotla Dal Singh (351)
3,049,00257,037630,Dhaul Khurd (352)
3,049,00257,037631,Khur Manian (364)
3,049,00257,037632,Chakmukand (363)
3,049,00257,037633,Khasa (365)
3,049,00257,037634,Bhakna Khurd (409)
3,049,00257,037635,Bhakna kalan (408)
3,049,00257,037636,Mallowal (412)
3,049,00257,037637,Nathupura (413)
3,049,00257,037638,Chicha (414)
3,049,00257,037639,Mehmud  Nagar (415)
3,049,00257,037640,Hoshiar Nagar (406)
3,049,00257,037641,Lahorimal (405)
3,049,00257,037642,Achint Kot (404)
3,049,00257,037643,Gharindi (403)
3,049,00257,037644,Gharinda  (402)
3,049,00257,037645,Dhodiwind (400)
3,049,00257,037646,Bhadiar  (401)
3,049,00257,037647,Ranike (395)
3,049,00257,037648,Dande (394)
3,049,00257,037649,Mode (390)
3,049,00257,037650,Dhanoia Kalan  (388)
3,049,00257,037651,Dhanoia Khurd (389)
3,049,00257,037652,Hardo Rattan (391)
3,049,00257,037653,Roranwala (393) (part)
3,049,00257,037654,Attari (392)
3,049,00257,037655,Rangarh (396)
3,049,00257,037656,Jhanjarpur (399)
3,049,00257,037657,Kaunke (398)
3,049,00257,037658,Neshta (397)
3,049,00257,037659,Bagrian (418)
3,049,00257,037660,Mahawa (419)
3,049,00257,037661,Kalewala (407)
3,049,00257,037662,Ladhewal (421)
3,049,00257,037663,Khera (420)
3,049,00257,037664,Jathaul (422)
3,049,00257,037665,Galluwal (423)
3,049,00257,037666, Rajatal (424)
3,049,00257,037667,Bhaini Rajputtan (425)
3,049,00257,037668, Daoke  (426)
3,049,00257,037669,Bharopal (427)
3,049,00257,037670,Naushehra (284) (Part)
3,049,00257,037671,Kathanian (CT)
3,049,00257,037672,Nangli (CT)
3,049,00257,037673,Mudal (CT)
3,049,00257,037674,Abadi Baba Darshan Singh on Ram Tirath Road (OG) 
3,049,00257,037675,Village Kuriwal (OG)
3,049,00257,037676,Abadi Baba Jiwan Singh on Ram Tirath Road (OG)
3,049,00257,037677,Thandewala (OG)
3,049,00257,037678,Naushera Khurd (OG)
3,049,00257,037679,Abadi along Khairabad on Ram Tirath Road to Ajnala  Road (OG)
3,049,00257,037680,Abadi Naushera (OG)
3,049,00257,037681,Village Roriwala (OG)
3,049,00257,037682,Prem Nagar on Ajnala Road (OG)
3,049,00257,037683,Abadi Khalsa Nagar Near Kot Mit Singh (OG) 
3,049,00257,037684,Abadi Mirankot on Ajnala Road (OG)
3,049,00257,037685,Gumtala Colony on Jagdev Kalan Road (OG)
3,049,00257,037686,Village Ghumanpura (OG) 
3,049,00257,037687,Ranjit Vihar (OG)
3,049,00257,037688,"Joshi Colony, Ram Tirath Road (OG)"
3,049,00257,037689,Parti Vihar (OG)
3,049,00257,037690,"Raggar Colony, Gali No. 1,2 & 3, Ram Tirath Road.(OG)"
3,049,00257,037691,Silver Estate (OG)
3,049,00257,037692,Krishna Lane (OG)
3,049,00257,037693,Vill Bhagatpura (Factories on right side of Doburjee G.T. Road) (OG)
3,049,00257,037694,Basarka Bhaini (Attari Road) (OG)
3,049,00257,800252,Amritsar (M Corp. + OG) (Part)
3,049,00258,000000,Baba Bakala 
3,049,00258,037695,Timmowal (132)
3,049,00258,037696,Bhaini Badeshan (87)
3,049,00258,037697,Thothian   (88)
3,049,00258,037698,Bhorchhi  Rajputan  (86)
3,049,00258,037699,Bhorchhi Brahmnan (85)
3,049,00258,037700,Rattangarh (84)
3,049,00258,037701,Bhinder (17)
3,049,00258,037702,Jallupur Khera (16)
3,049,00258,037703,Tong (18)
3,049,00258,037704,Lidhar (15)
3,049,00258,037705,Hassanpur (14)
3,049,00258,037706,Pheruman (13)
3,049,00258,037707,Bule Nangal (11)
3,049,00258,037708,Mehtabkot (12)
3,049,00258,037709,Wazir Bhullar (10)
3,049,00258,037710,Daulo Nangal  (33)
3,049,00258,037711,Chhapianwali (32)
3,049,00258,037712,Umra Nangal (22)
3,049,00258,037713,Chimabath  (21)
3,049,00258,037714,Padde (20)
3,049,00258,037715,Padiana (23)
3,049,00258,037716,Nijjar  (19)
3,049,00258,037717,Madh (25)
3,049,00258,037718,Naranjanpur Fattuwal (26)
3,049,00258,037719,Kaler Ghumman (29)
3,049,00258,037720,Loharanwala (27)
3,049,00258,037721,Butari (82)
3,049,00258,037722,Lohgarh (28)
3,049,00258,037723,Jharu Nangal (80)
3,049,00258,037724,Dhulka (79)
3,049,00258,037725,Banian (90)
3,049,00258,037726,Madhepur (89)
3,049,00258,037727,Muchhal  (91)
3,049,00258,037728,Chhajjal Wadi (127)
3,049,00258,037729,Tangra  (126)
3,049,00258,037730,Naraingarh (124)
3,049,00258,037731,Kotla Bathungarh (125)
3,049,00258,037732,Jabbowal (123)
3,049,00258,037733,Shahpur Khurd  (119)
3,049,00258,037734,Sangrai (118)
3,049,00258,037735,Talwandi (120)
3,049,00258,037736,Malowal (121)
3,049,00258,037737,Lola (162)
3,049,00258,037738,Jiwan Pandher  (166)
3,049,00258,037739,Kohala (165)
3,049,00258,037740,Saido Lehal (164)
3,049,00258,037741,Kot Khera (163)
3,049,00258,037742,Tarsikka (116)
3,049,00258,037743,Rasulpur Khurd (117)
3,049,00258,037744,Jodhanagri (94)
3,049,00258,037745,Raipur Khurd (92)
3,049,00258,037746,Sarja (93)
3,049,00258,037747,Ramana Chak (81)
3,049,00258,037748,Kaleke (77)
3,049,00258,037749,Berianwala (78)
3,049,00258,037750,Dehriwal (95)
3,049,00258,037751,Kot Hayat (97)
3,049,00258,037752,Singhpura (96)
3,049,00258,037753,Jaspal (76)
3,049,00258,037754,Mehsampur Kalan (75)
3,049,00258,037755,Saidpur (98)
3,049,00258,037756,Bhattike (99)
3,049,00258,037757,Sarai (115)
3,049,00258,037758,Bulara (114)
3,049,00258,037759,Taharpur (113)
3,049,00258,037760,Bhoe (184)
3,049,00258,037761,Nibbarwind (188)
3,049,00258,037762,Pannuwan (180)
3,049,00258,037763,Khiddowali (189)
3,049,00258,037764,Gaddo Rajada (190)
3,049,00258,037765,Rupowali Brahmanan (199)
3,049,00258,037766,Sidhwan (198)
3,049,00258,037767,Khera   (193)
3,049,00258,037768,Bala Chak (194)
3,049,00258,037769,Bathu Chak  (197)
3,049,00258,037770,Kazikot (209)
3,049,00258,037771,Sialka (208)
3,049,00258,037772,Mehmudpura (210)
3,049,00258,037773,Uchoke Kalan (206)
3,049,00258,037774,Bagga (207)
3,049,00258,037775,Ram Dewali Musalmana (200)
3,049,00258,037776,Ballowali (186)
3,049,00258,037777,Mattewal (187)
3,049,00258,037778,Boparai  (185)
3,049,00258,037779,Tanel (112)
3,049,00258,037780,Binjarwal (100)
3,049,00258,037781,Dharmu Chak (101)
3,049,00258,037782,Ghanshampur (111)
3,049,00258,037783,Bhoewal (201)
3,049,00258,037784,Kaler Bala Pa (202)
3,049,00258,037785,Uchoke Khurd (205)
3,049,00258,037786,Jhamke (204)
3,049,00258,037787,Athwal (203)
3,049,00258,037788,Arjan Manga  (109)
3,049,00258,037789,Chananke  (110)
3,049,00258,037790,Suro Padda  (108)
3,049,00258,037791,Malik Nangal (106)
3,049,00258,037792,Jalal (102)
3,049,00258,037793,Ghuhatwind Hinduan (104)
3,049,00258,037794,Ghuhatwind Musalmana (105)
3,049,00258,037795,Mehsampur Khurd (74)
3,049,00258,037796,Usman (103)
3,049,00258,037797,Udho  Nangal (107)
3,049,00258,037798,Mehta  (68)
3,049,00258,037799,Nangli  (69)
3,049,00258,037800,Rajdhan (73)
3,049,00258,037801,Bhalaipur (72)
3,049,00258,037802,Sudhar Rajputan (39)
3,049,00258,037803,Wadala Khurd (40)
3,049,00258,037804,Danial (38)
3,049,00258,037805,Dhianpur  (30)
3,049,00258,037806,Jalalpur Sathiala (37)
3,049,00258,037807,Wadala Kalan (41)
3,049,00258,037808,Daud (71)
3,049,00258,037809,Dhardeo (70)
3,049,00258,037810,Buttar Siviya (63)
3,049,00258,037811,Khabbe Rajputan (65)
3,049,00258,037812,Chung (67)
3,049,00258,037813,Saidoke (66)
3,049,00258,037814,Takapur (64)
3,049,00258,037815,Devidasspura (62)
3,049,00258,037816,Tapiala (61)
3,049,00258,037817,Shahpur (60)
3,049,00258,037818,Sattowal  (58)
3,049,00258,037819,Kammonke  (59)
3,049,00258,037820,Butala  (52)
3,049,00258,037821,Gaggar Bhana (43)
3,049,00258,037822,Pallah ((42)
3,049,00258,037823,Chak Thathian (44)
3,049,00258,037824,Bedadpur (45)
3,049,00258,037825,Thathian  (36)
3,049,00258,037826,Lakhuwal  (35)
3,049,00258,037827,Jalluwal (34)
3,049,00258,037828,Waraich (8)
3,049,00258,037829,Dera Baba Jaimal Singh  (428)
3,049,00258,037830,Balsarai   (7)
3,049,00258,037831,Sathiala (46)
3,049,00258,037832,Jodhe (6)
3,049,00258,037833,Ghaziwal Miani  (5)
3,049,00258,037834,Bhaini Ramdyal (48)
3,049,00258,037835,Khera Thanewal (49)
3,049,00258,037836,Gaziwal (47)
3,049,00258,037837,Jhalari  (50)
3,049,00258,037838,Rajadewal (54)
3,049,00258,037839,Rajpura  (51)
3,049,00258,037840,Jamalpur (57) 
3,049,00258,037841,Naurangpura (53)
3,049,00258,037842,Kartarpur (56)
3,049,00258,037843,Khasi  (4)
3,049,00258,037844,Jalalpur Sheron (55)
3,049,00258,037845,Khanpur (3 )
3,049,00258,037846,Sheron Nigah  (2)
3,049,00258,037847,Sheron Bagha (1)
3,049,00258,037848,Khilchian (CT)
3,049,00258,037849,Baba Bakala (CT)
3,049,00258,037850,Budha Theh (CT)
3,049,00258,800253,Rayya (NP)
3,050,00000,000000,Tarn Taran
3,050,00259,000000,Tarn Taran
3,050,00259,037851,Naushehra 177)
3,050,00259,037852,Burj (169)
3,050,00259,037853,Kalas  (170)
3,050,00259,037854,Bhusse (171)
3,050,00259,037855,Rakh Sarai Amanat Khan  (172)
3,050,00259,037856,Gehri (175)
3,050,00259,037857,Lahian  (174)
3,050,00259,037858,Sarai Amanat Khan (173)
3,050,00259,037859,Gandiwind (184)
3,050,00259,037860,Kasel (29)
3,050,00259,037861,Dhand (34)
3,050,00259,037862,Jagatpura (33)
3,050,00259,037863,Thathgarh (32)
3,050,00259,037864,Aima Kalan (39)
3,050,00259,037865,Aima Khurd (40)
3,050,00259,037866,Mianpur (35)
3,050,00259,037867,Thatha (38)
3,050,00259,037868,Jhabal Mannan (43)
3,050,00259,037869,Khair Dinke (41)
3,050,00259,037870,Rakh Bhohru (42) 
3,050,00259,037871,Pandori Ran Singh  (51)
3,050,00259,037872,Bala Chak (52)
3,050,00259,037873,Gohalwarh (53)
3,050,00259,037874,Kotli (54)
3,050,00259,037875,Rataul (55)
3,050,00259,037876,Doburji (56)
3,050,00259,037877,Khara  (58)
3,050,00259,037878,Kot Dasaundi Mal (50)
3,050,00259,037879,Pandori Takhat Mall  (49)
3,050,00259,037880,Pandori Rahman (48)
3,050,00259,037881,Pandori Sidhwan  (47)
3,050,00259,037882,Pandori Hassan (46)
3,050,00259,037883,Lalu Ghuman (45)
3,050,00259,037884,Jhabal Kalan (44)
3,050,00259,037885,Gidri Bhagiari (37)
3,050,00259,037886,Kot Siviyan  (36)
3,050,00259,037887,Chhappa (186)
3,050,00259,037888,Dode (185)
3,050,00259,037889,Sohal Thathi  (187)
3,050,00259,037890,Burj (195)
3,050,00259,037891,Panjwar (196)
3,050,00259,037892,Mirpur (197)
3,050,00259,037893,Kot Dharam Chand Kalan (198)
3,050,00259,037894,Kot Dharam Chand Khurd (199)
3,050,00259,037895,Johal Raju Singh (59)  
3,050,00259,037896,Kila Kavi Santokh Singh (61)
3,050,00259,037897,Kaironwal (62)
3,050,00259,037898,Tharu (60)
3,050,00259,037899,Thathi (57)
3,050,00259,037900,Kakka Kandiala (63) 
3,050,00259,037901,Mughal Chak (64)
3,050,00259,037902,Behla (65)
3,050,00259,037903,Kadgill (66)
3,050,00259,037904,Bagrian (81)
3,050,00259,037905,Khabe Dogran (82)
3,050,00259,037906,None (83)
3,050,00259,037907,Pakhoke (84)
3,050,00259,037908,Rakh Sheikh Fatta (85)
3,050,00259,037909,Bhaini Sidhwan (86)
3,050,00259,037910,Deo (91) 
3,050,00259,037911,Bath (92)
3,050,00259,037912,Jawanda Khurd (94)
3,050,00259,037913,Bhullar (93)
3,050,00259,037914,Kaler (80)
3,050,00259,037915,Pandori Gola (79)
3,050,00259,037916,Malia (67)
3,050,00259,037917,Nalagarh (69)
3,050,00259,037918,Kazi Kot (70)
3,050,00259,037919,Palasaur (71)
3,050,00259,037920,Jarmastpur (218)
3,050,00259,037921,Bakipur (219)
3,050,00259,037922,Gill Waraich (217)
3,050,00259,037923,Bhojian (200)
3,050,00259,037924,Bhaini Mattuan (201)
3,050,00259,037925,Kambo (202)
3,050,00259,037926,Maluwal (205)
3,050,00259,037927,Dublian (206)
3,050,00259,037928,Muse (207)
3,050,00259,037929,Chak Sikander (214)
3,050,00259,037930,Ram Rauni (204)
3,050,00259,037931,Aima Malian (203)
3,050,00259,037932,Jhamke (215)
3,050,00259,037933,Jeobala (216)
3,050,00259,037934,Manochahal (222)
3,050,00259,037935,Kot Jaspat (220)
3,050,00259,037936,Daleke (221)
3,050,00259,037937,Gorkha (244)
3,050,00259,037938,Walipur (245)
3,050,00259,037939,Bugha (73)
3,050,00259,037940,Jodhpur (74)
3,050,00259,037941,Aladinpur (75)
3,050,00259,037942,Bachrhe (77)
3,050,00259,037943,Sanghe (78)
3,050,00259,037944,Allawalpur (96)
3,050,00259,037945,Naurangabad (95)
3,050,00259,037946,Jhander (97)
3,050,00259,037947,Rasulpur (98)
3,050,00259,037948,Chak Banwalipur (99)
3,050,00259,037949,Dugalwala (100)
3,050,00259,037950,Rakh Banwalipur (101)
3,050,00259,037951,Kaler (102)
3,050,00259,037952,Begampur (106)
3,050,00259,037953,Malmohri (108)
3,050,00259,037954,Sheikh Chak (109)
3,050,00259,037955,Rai Shiana (110)
3,050,00259,037956,Shangarpur  (107)
3,050,00259,037957,Warana (105)
3,050,00259,037958,Dugri (104)
3,050,00259,037959,Banwalipur (103)
3,050,00259,037960,Rakh Sheron (267)
3,050,00259,037961,Dhotian (315)
3,050,00259,037962,Usman (268) 
3,050,00259,037963,Sheron (266)
3,050,00259,037964,Dyal  (249)
3,050,00259,037965,Piddi (248)
3,050,00259,037966,Chatala (247)
3,050,00259,037967,Rure Asal  (246)
3,050,00259,037968,Mughal Chak (251)
3,050,00259,037969,Sahabpur (250)
3,050,00259,037970,Chambal (265)
3,050,00259,037971,Jatta  (264)
3,050,00259,037972,Naushehra Pannuan (269)
3,050,00259,037973,Chaudhriwala (270)
3,050,00259,037974,Bathal Bhaike (272)
3,050,00259,037975,Kishangarh (273)
3,050,00259,037976,Kahlwan (275) 
3,050,00259,037977,Wring (276)
3,050,00259,037978,Mohanpura (278)
3,050,00259,037979,Waryah (280)
3,050,00259,037980,Thathian Mahantan (281)
3,050,00259,037981,Durgapur Sharki (282)
3,050,00259,037982,Durgapur Garbi (283)
3,050,00259,037983,Sohawa (279)
3,050,00259,037984,Rania (294)
3,050,00259,037985,Chak Sarhali (296)
3,050,00259,037986,Khara (295)
3,050,00259,037987,Chohla Sahib (304)
3,050,00259,037988,Bathal Sehja Singh (277)
3,050,00259,037989,Brahmpur (308)
3,050,00259,037990,Sangatpur (309)
3,050,00259,037991,Raniwala  (307)
3,050,00259,037992,Pakhopura (306)
3,050,00259,037993,Gharka (352)
3,050,00259,037994,Ratoke (305)
3,050,00259,037995,Dhun (353)
3,050,00259,037996,Chamba Kalan (354)
3,050,00259,037997,Kambo Dhaiwala (355)
3,050,00259,037998,Kiriyan (356)
3,050,00259,037999,Jauneke (300)
3,050,00259,038000,Marhana  (301)
3,050,00259,038001,Gandiwind (298)
3,050,00259,038002,Ruriwala (302)
3,050,00259,038003,Nathupur (299)
3,050,00259,038004,Dhattal  (297)
3,050,00259,038005,Dedehar Sahib (293)
3,050,00259,038006,Sarhali Kalan (303)
3,050,00259,038007,Zanardar (289)
3,050,00259,038008,Shakri  (285)
3,050,00259,038009,Jallewala (284)
3,050,00259,038010,Kheda (271)
3,050,00259,038011,Nandpur (261)
3,050,00259,038012,Khabba Rajputan (262)
3,050,00259,038013,Jawanda Kalan (263)
3,050,00259,038014,Sarhali Khurd (252)
3,050,00259,038015,Jandoke (241)
3,050,00259,038016,Takhu Chak (242)
3,050,00259,038017,Sakhira (240)
3,050,00259,038018,Khehra (243)
3,050,00259,038019,Jaura (239)
3,050,00259,038020,Gopala (237)
3,050,00259,038021,Mamanke (236)
3,050,00259,038022,Dyal Rajputan (232)
3,050,00259,038023,Shahbazpur (234)
3,050,00259,038024,Gulalipur (228)
3,050,00259,038025,Kamalpur (227)
